timestamp,file_name,predicted_disease,user_comment,was_correct
2026-04-19 14:42:36,Capcicum.jpeg,Pepper__bell___Bacterial_spot,,True
2026-04-19 15:04:17,potato_healthy.jpg,Potato___healthy,,True
